macPrefix,vendor,OS_family
A4:45:19,Xiaomi Communications Co Ltd,android
58:85:E9,Realme Chongqing MobileTelecommunications Corp Ltd,android
F4:D6:20,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
5C:66:6C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
DC:31:D1,"vivo Mobile Communication Co., Ltd.",android
50:D2:F5,"Beijing Xiaomi Mobile Software Co., Ltd",android
80:8A:8B,"vivo Mobile Communication Co., Ltd.",android
D8:A3:15,"vivo Mobile Communication Co., Ltd.",android
3C:86:D1,"vivo Mobile Communication Co., Ltd.",android
18:D0:C5,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
A4:C9:39,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
5C:E5:0C,"Beijing Xiaomi Mobile Software Co., Ltd",android
E8:5A:8B,Xiaomi Communications Co Ltd,android
E0:1F:88,Xiaomi Communications Co Ltd,android
20:31:1C,"vivo Mobile Communication Co., Ltd.",android
9C:F5:31,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
6C:24:A6,"vivo Mobile Communication Co., Ltd.",android
9C:5F:5A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
B8:7B:C5,"Apple, Inc.",macos
40:70:F5,"Apple, Inc.",macos
B0:35:B5,"Apple, Inc.",macos
80:0C:67,"Apple, Inc.",macos
90:81:2A,"Apple, Inc.",macos
14:87:6A,"Apple, Inc.",macos
E0:B5:5F,"Apple, Inc.",macos
F8:FF:C2,"Apple, Inc.",macos
E0:EB:40,"Apple, Inc.",macos
28:77:F1,"Apple, Inc.",macos
F0:A3:5A,"Apple, Inc.",macos
60:83:73,"Apple, Inc.",macos
84:AD:8D,"Apple, Inc.",macos
74:42:8B,"Apple, Inc.",macos
3C:22:FB,"Apple, Inc.",macos
7C:A1:AE,"Apple, Inc.",macos
F0:78:07,"Apple, Inc.",macos
08:2C:B6,"Apple, Inc.",macos
F8:4E:73,"Apple, Inc.",macos
3C:CD:36,"Apple, Inc.",macos
A4:4B:D5,Xiaomi Communications Co Ltd,android
9C:6B:72,Realme Chongqing MobileTelecommunications Corp Ltd,android
E0:CC:F8,Xiaomi Communications Co Ltd,android
20:74:54,"vivo Mobile Communication Co., Ltd.",android
B8:C9:B5,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
18:E7:77,"vivo Mobile Communication Co., Ltd.",android
B4:A5:AC,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
44:46:87,Realme Chongqing MobileTelecommunications Corp Ltd,android
8C:53:C3,"Beijing Xiaomi Mobile Software Co., Ltd",android
D0:28:BA,Realme Chongqing MobileTelecommunications Corp Ltd,android
4C:4F:EE,"OnePlus Technology (Shenzhen) Co., Ltd",android
64:90:C1,"Beijing Xiaomi Mobile Software Co., Ltd",android
F0:67:28,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
C4:FE:5B,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
10:29:59,"Apple, Inc.",macos
E4:76:84,"Apple, Inc.",macos
F0:5C:D5,"Apple, Inc.",macos
70:EA:5A,"Apple, Inc.",macos
78:D1:62,"Apple, Inc.",macos
08:F8:BC,"Apple, Inc.",macos
90:A2:5B,"Apple, Inc.",macos
88:A4:79,"Apple, Inc.",macos
3C:BF:60,"Apple, Inc.",macos
AC:15:F4,"Apple, Inc.",macos
04:72:95,"Apple, Inc.",macos
D4:46:E1,"Apple, Inc.",macos
88:A9:B7,"Apple, Inc.",macos
EC:CE:D7,"Apple, Inc.",macos
AC:90:85,"Apple, Inc.",macos
94:0C:98,"Apple, Inc.",macos
E8:FB:E9,"Apple, Inc.",macos
38:EC:0D,"Apple, Inc.",macos
44:4A:DB,"Apple, Inc.",macos
30:90:48,"Apple, Inc.",macos
5C:17:CF,"OnePlus Technology (Shenzhen) Co., Ltd",android
4C:63:71,Xiaomi Communications Co Ltd,android
9C:28:F7,Xiaomi Communications Co Ltd,android
B4:40:A4,"Apple, Inc.",macos
48:B8:A3,"Apple, Inc.",macos
F4:DB:E3,"Apple, Inc.",macos
20:E8:74,"Apple, Inc.",macos
D0:3F:AA,"Apple, Inc.",macos
7C:AB:60,"Apple, Inc.",macos
44:C6:5D,"Apple, Inc.",macos
18:7E:B9,"Apple, Inc.",macos
B8:90:47,"Apple, Inc.",macos
90:9C:4A,"Apple, Inc.",macos
90:8C:43,"Apple, Inc.",macos
3C:7D:0A,"Apple, Inc.",macos
E4:90:FD,"Apple, Inc.",macos
D0:65:44,"Apple, Inc.",macos
84:AB:1A,"Apple, Inc.",macos
BC:09:63,"Apple, Inc.",macos
D8:4C:90,"Apple, Inc.",macos
24:D0:DF,"Apple, Inc.",macos
6C:4A:85,"Apple, Inc.",macos
28:F0:33,"Apple, Inc.",macos
D4:5E:EC,"Beijing Xiaomi Electronics Co., Ltd.",android
6C:D9:4C,"vivo Mobile Communication Co., Ltd.",android
20:82:6A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
14:47:2D,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
98:C8:B8,"vivo Mobile Communication Co., Ltd.",android
88:C3:97,"Beijing Xiaomi Mobile Software Co., Ltd",android
54:48:E6,"Beijing Xiaomi Mobile Software Co., Ltd",android
B0:B5:C3,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
1C:02:19,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
F4:30:8B,Xiaomi Communications Co Ltd,android
64:DD:E9,Xiaomi Communications Co Ltd,android
54:0E:2D,"vivo Mobile Communication Co., Ltd.",android
70:8F:47,"vivo Mobile Communication Co., Ltd.",android
E4:41:22,"OnePlus Technology (Shenzhen) Co., Ltd",android
FC:A5:D0,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
20:64:CB,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
2C:D0:66,Xiaomi Communications Co Ltd,android
98:F6:21,Xiaomi Communications Co Ltd,android
E8:85:4B,"Apple, Inc.",macos
28:EC:95,"Apple, Inc.",macos
E0:2B:96,"Apple, Inc.",macos
64:0B:D7,"Apple, Inc.",macos
A8:91:3D,"Apple, Inc.",macos
0C:3B:50,"Apple, Inc.",macos
14:C8:8B,"Apple, Inc.",macos
EC:26:51,"Apple, Inc.",macos
18:3E:EF,"Apple, Inc.",macos
60:7E:C9,"Apple, Inc.",macos
D8:DC:40,"Apple, Inc.",macos
80:5F:C5,"Apple, Inc.",macos
3C:4D:BE,"Apple, Inc.",macos
48:26:2C,"Apple, Inc.",macos
14:7D:DA,"Apple, Inc.",macos
C4:91:0C,"Apple, Inc.",macos
20:69:80,"Apple, Inc.",macos
E8:7F:95,"Apple, Inc.",macos
88:C0:8B,"Apple, Inc.",macos
4C:7C:D9,"Apple, Inc.",macos
64:2C:0F,"vivo Mobile Communication Co., Ltd.",android
08:FA:79,"vivo Mobile Communication Co., Ltd.",android
AC:5F:EA,"OnePlus Technology (Shenzhen) Co., Ltd",android
58:B6:23,"Beijing Xiaomi Mobile Software Co., Ltd",android
7C:FD:6B,Xiaomi Communications Co Ltd,android
7C:2A:DB,Xiaomi Communications Co Ltd,android
A0:22:DE,"vivo Mobile Communication Co., Ltd.",android
88:03:E9,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
60:D4:E9,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
10:BC:97,"vivo Mobile Communication Co., Ltd.",android
28:D1:27,"Beijing Xiaomi Mobile Software Co., Ltd",android
B4:60:ED,"Beijing Xiaomi Mobile Software Co., Ltd",android
FC:19:99,Xiaomi Communications Co Ltd,android
9C:9D:7E,"Beijing Xiaomi Mobile Software Co., Ltd",android
94:17:00,Xiaomi Communications Co Ltd,android
94:54:CE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
38:8A:BE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
EC:4D:3E,"Beijing Xiaomi Mobile Software Co., Ltd",android
FC:66:CF,"Apple, Inc.",macos
AC:1D:06,"Apple, Inc.",macos
44:A8:FC,"Apple, Inc.",macos
F8:10:93,"Apple, Inc.",macos
74:8F:3C,"Apple, Inc.",macos
40:F9:46,"Apple, Inc.",macos
D0:D2:3C,"Apple, Inc.",macos
78:E3:DE,"Apple, Inc.",macos
64:D2:C4,"Apple, Inc.",macos
DC:52:85,"Apple, Inc.",macos
E8:81:52,"Apple, Inc.",macos
90:81:58,"Apple, Inc.",macos
98:60:CA,"Apple, Inc.",macos
44:90:BB,"Apple, Inc.",macos
34:FD:6A,"Apple, Inc.",macos
44:35:83,"Apple, Inc.",macos
BC:A5:A9,"Apple, Inc.",macos
20:E2:A8,"Apple, Inc.",macos
A0:FB:C5,"Apple, Inc.",macos
00:7D:60,"Apple, Inc.",macos
18:87:40,Xiaomi Communications Co Ltd,android
34:1C:F0,Xiaomi Communications Co Ltd,android
E4:33:AE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
6C:0D:C4,"Beijing Xiaomi Electronics Co., Ltd.",android
C4:40:F6,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
30:AF:CE,"vivo Mobile Communication Co., Ltd.",android
6C:1E:D7,"vivo Mobile Communication Co., Ltd.",android
4C:02:20,Xiaomi Communications Co Ltd,android
64:A2:00,Xiaomi Communications Co Ltd,android
7C:C2:94,"Beijing Xiaomi Mobile Software Co., Ltd",android
24:11:45,Xiaomi Communications Co Ltd,android
DC:B7:2E,Xiaomi Communications Co Ltd,android
24:06:AA,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
8C:34:01,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
DC:8C:1B,"vivo Mobile Communication Co., Ltd.",android
E4:F1:D4,"vivo Mobile Communication Co., Ltd.",android
4C:20:B8,"Apple, Inc.",macos
14:88:E6,"Apple, Inc.",macos
B4:56:E3,"Apple, Inc.",macos
B4:1B:B0,"Apple, Inc.",macos
58:D3:49,"Apple, Inc.",macos
F4:34:F0,"Apple, Inc.",macos
B0:8C:75,"Apple, Inc.",macos
9C:28:B3,"Apple, Inc.",macos
A0:78:17,"Apple, Inc.",macos
5C:87:30,"Apple, Inc.",macos
F8:66:5A,"Apple, Inc.",macos
60:BE:C4,"Apple, Inc.",macos
F8:B1:DD,"Apple, Inc.",macos
A8:81:7E,"Apple, Inc.",macos
44:F2:1B,"Apple, Inc.",macos
74:65:0C,"Apple, Inc.",macos
E0:6D:17,"Apple, Inc.",macos
F0:B3:EC,"Apple, Inc.",macos
F4:65:A6,"Apple, Inc.",macos
C4:0B:31,"Apple, Inc.",macos
50:8E:49,Xiaomi Communications Co Ltd,android
10:3F:44,Xiaomi Communications Co Ltd,android
8C:DE:F9,"Beijing Xiaomi Mobile Software Co., Ltd",android
04:7A:0B,"Beijing Xiaomi Electronics Co., Ltd.",android
9C:BC:F0,Xiaomi Communications Co Ltd,android
D4:EC:AB,"vivo Mobile Communication Co., Ltd.",android
BC:3E:CB,"vivo Mobile Communication Co., Ltd.",android
50:3D:C6,Xiaomi Communications Co Ltd,android
14:5E:69,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
0C:93:8F,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
68:AB:BC,"Beijing Xiaomi Mobile Software Co., Ltd",android
54:09:10,"Apple, Inc.",macos
9C:FC:28,"Apple, Inc.",macos
B4:85:E1,"Apple, Inc.",macos
0C:19:F8,"Apple, Inc.",macos
50:1F:C6,"Apple, Inc.",macos
CC:69:FA,"Apple, Inc.",macos
10:CE:E9,"Apple, Inc.",macos
14:D1:9E,"Apple, Inc.",macos
40:C7:11,"Apple, Inc.",macos
5C:70:17,"Apple, Inc.",macos
8C:EC:7B,"Apple, Inc.",macos
40:8C:1F,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
34:31:8F,"Apple, Inc.",macos
C4:14:11,"Apple, Inc.",macos
CC:C9:5D,"Apple, Inc.",macos
FC:04:1C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
F4:D4:88,"Apple, Inc.",macos
68:2F:67,"Apple, Inc.",macos
50:ED:3C,"Apple, Inc.",macos
14:98:77,"Apple, Inc.",macos
88:66:5A,"Apple, Inc.",macos
B0:E5:F9,"Apple, Inc.",macos
4C:F2:02,Xiaomi Communications Co Ltd,android
50:98:39,Xiaomi Communications Co Ltd,android
AC:D6:18,"OnePlus Technology (Shenzhen) Co., Ltd",android
CC:81:2A,"vivo Mobile Communication Co., Ltd.",android
20:3B:69,"vivo Mobile Communication Co., Ltd.",android
88:46:04,Xiaomi Communications Co Ltd,android
8C:AA:CE,Xiaomi Communications Co Ltd,android
64:64:4A,"Beijing Xiaomi Mobile Software Co., Ltd",android
14:DD:9C,"vivo Mobile Communication Co., Ltd.",android
9C:82:81,"vivo Mobile Communication Co., Ltd.",android
2C:BE:EB,Nothing Technology Limited,android
FC:4E:A4,"Apple, Inc.",macos
F4:BE:EC,"Apple, Inc.",macos
54:E6:1B,"Apple, Inc.",macos
B8:81:FA,"Apple, Inc.",macos
9C:76:0E,"Apple, Inc.",macos
94:EA:32,"Apple, Inc.",macos
50:F4:EB,"Apple, Inc.",macos
28:C7:09,"Apple, Inc.",macos
1C:91:80,"Apple, Inc.",macos
4C:B9:10,"Apple, Inc.",macos
E0:92:5C,"Apple, Inc.",macos
84:8C:8D,"Apple, Inc.",macos
0C:E4:41,"Apple, Inc.",macos
B8:2A:A9,"Apple, Inc.",macos
78:64:C0,"Apple, Inc.",macos
E8:1C:D8,"Apple, Inc.",macos
3C:06:30,"Apple, Inc.",macos
F0:2F:4B,"Apple, Inc.",macos
40:E6:4B,"Apple, Inc.",macos
B4:FA:48,"Apple, Inc.",macos
B8:D4:3E,"vivo Mobile Communication Co., Ltd.",android
74:15:75,Xiaomi Communications Co Ltd,android
C0:47:54,"vivo Mobile Communication Co., Ltd.",android
8C:D9:D6,Xiaomi Communications Co Ltd,android
B0:C9:52,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
54:0E:58,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
A4:55:90,Xiaomi Communications Co Ltd,android
9C:5A:81,Xiaomi Communications Co Ltd,android
CC:B5:D1,"Beijing Xiaomi Mobile Software Co., Ltd",android
8C:64:A2,"OnePlus Technology (Shenzhen) Co., Ltd",android
E4:0C:FD,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
58:D6:97,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
2C:48:81,"vivo Mobile Communication Co., Ltd.",android
0C:60:46,"vivo Mobile Communication Co., Ltd.",android
70:5F:A3,Xiaomi Communications Co Ltd,android
5C:D0:6E,Xiaomi Communications Co Ltd,android
3C:CD:57,"Beijing Xiaomi Mobile Software Co., Ltd",android
9C:58:3C,"Apple, Inc.",macos
3C:A6:F6,"Apple, Inc.",macos
4C:AB:4F,"Apple, Inc.",macos
C4:12:34,"Apple, Inc.",macos
24:5E:48,"Apple, Inc.",macos
60:06:E3,"Apple, Inc.",macos
C4:C3:6B,"Apple, Inc.",macos
08:C7:29,"Apple, Inc.",macos
E8:A7:30,"Apple, Inc.",macos
94:5C:9A,"Apple, Inc.",macos
00:F3:9F,"Apple, Inc.",macos
E8:78:65,"Apple, Inc.",macos
A0:4E:CF,"Apple, Inc.",macos
08:87:C7,"Apple, Inc.",macos
D8:DE:3A,"Apple, Inc.",macos
38:65:B2,"Apple, Inc.",macos
08:FF:44,"Apple, Inc.",macos
AC:49:DB,"Apple, Inc.",macos
44:F0:9E,"Apple, Inc.",macos
18:56:C3,"Apple, Inc.",macos
08:1C:6E,Xiaomi Communications Co Ltd,android
FC:D9:08,Xiaomi Communications Co Ltd,android
B0:46:92,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
AC:76:4C,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
DC:ED:83,"Beijing Xiaomi Mobile Software Co., Ltd",android
D0:49:7C,"OnePlus Technology (Shenzhen) Co., Ltd",android
60:6E:E8,Xiaomi Communications Co Ltd,android
8C:67:94,"vivo Mobile Communication Co., Ltd.",android
D0:9C:AE,"vivo Mobile Communication Co., Ltd.",android
B8:3B:CC,Xiaomi Communications Co Ltd,android
84:AC:16,"Apple, Inc.",macos
2C:BC:87,"Apple, Inc.",macos
4C:50:F1,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
A0:94:1A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
BC:6A:D1,Xiaomi Communications Co Ltd,android
98:7E:E3,"vivo Mobile Communication Co., Ltd.",android
8C:7A:3D,Xiaomi Communications Co Ltd,android
FC:1D:2A,"vivo Mobile Communication Co., Ltd.",android
58:0A:D4,"Apple, Inc.",macos
A8:4A:28,"Apple, Inc.",macos
D8:BE:1F,"Apple, Inc.",macos
08:8E:DC,"Apple, Inc.",macos
A4:77:F3,"Apple, Inc.",macos
98:50:2E,"Apple, Inc.",macos
88:B9:45,"Apple, Inc.",macos
7C:FC:16,"Apple, Inc.",macos
48:77:BD,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
DC:F4:CA,"Apple, Inc.",macos
B0:BE:83,"Apple, Inc.",macos
E4:93:6A,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
20:37:A5,"Apple, Inc.",macos
B8:37:4A,"Apple, Inc.",macos
DC:B5:4F,"Apple, Inc.",macos
00:8A:76,"Apple, Inc.",macos
10:00:20,"Apple, Inc.",macos
7C:24:99,"Apple, Inc.",macos
8C:7A:AA,"Apple, Inc.",macos
64:5A:36,"Apple, Inc.",macos
5C:52:30,"Apple, Inc.",macos
20:32:C6,"Apple, Inc.",macos
5C:02:14,"Beijing Xiaomi Mobile Software Co., Ltd",android
B4:20:5B,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
54:67:06,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
64:9E:31,"Beijing Xiaomi Mobile Software Co., Ltd",android
4C:EA:AE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
30:4F:00,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
34:B9:8D,Xiaomi Communications Co Ltd,android
B8:94:E7,Xiaomi Communications Co Ltd,android
94:31:CB,"vivo Mobile Communication Co., Ltd.",android
D4:63:DE,"vivo Mobile Communication Co., Ltd.",android
D8:B0:53,Xiaomi Communications Co Ltd,android
6C:F7:84,Xiaomi Communications Co Ltd,android
98:DD:60,"Apple, Inc.",macos
D4:68:AA,"Apple, Inc.",macos
F8:C3:CC,"Apple, Inc.",macos
C0:44:42,"Apple, Inc.",macos
5C:50:D9,"Apple, Inc.",macos
A8:FE:9D,"Apple, Inc.",macos
88:4D:7C,"Apple, Inc.",macos
A0:A3:09,"Apple, Inc.",macos
28:C5:38,"Apple, Inc.",macos
04:99:B9,"Apple, Inc.",macos
78:02:8B,"Apple, Inc.",macos
F8:4D:89,"Apple, Inc.",macos
D4:57:63,"Apple, Inc.",macos
C0:2C:5C,"Apple, Inc.",macos
1C:B3:C9,"Apple, Inc.",macos
60:93:16,"Apple, Inc.",macos
DC:53:92,"Apple, Inc.",macos
FC:AA:81,"Apple, Inc.",macos
64:6D:2F,"Apple, Inc.",macos
04:68:65,"Apple, Inc.",macos
60:07:C4,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
A8:98:92,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",android
C8:5C:CC,"Beijing Xiaomi Mobile Software Co., Ltd",android
B0:33:66,"vivo Mobile Communication Co., Ltd.",android
38:38:4B,"vivo Mobile Communication Co., Ltd.",android
0C:C6:FD,Xiaomi Communications Co Ltd,android
50:DA:D6,Xiaomi Communications Co Ltd,android
FC:02:96,Xiaomi Communications Co Ltd,android
D4:35:38,"Beijing Xiaomi Mobile Software Co., Ltd",android
4C:E0:DB,Xiaomi Communications Co Ltd,android
04:10:6B,Xiaomi Communications Co Ltd,android
E4:84:D3,Xiaomi Communications Co Ltd,android
BC:D0:74,"Apple, Inc.",macos
44:1B:88,"Apple, Inc.",macos
10:B9:C4,"Apple, Inc.",macos
9C:3E:53,"Apple, Inc.",macos
80:04:5F,"Apple, Inc.",macos
C8:89:F3,"Apple, Inc.",macos
4C:E6:C0,"Apple, Inc.",macos
48:35:2B,"Apple, Inc.",macos
44:DA:30,"Apple, Inc.",macos
28:EA:2D,"Apple, Inc.",macos
38:88:A4,"Apple, Inc.",macos
B8:E6:0C,"Apple, Inc.",macos
98:A5:F9,"Apple, Inc.",macos
60:DD:70,"Apple, Inc.",macos
EC:A9:07,"Apple, Inc.",macos
FC:E2:6C,"Apple, Inc.",macos
1C:71:25,"Apple, Inc.",macos
34:FE:77,"Apple, Inc.",macos
4C:79:75,"Apple, Inc.",macos
6C:E5:C9,"Apple, Inc.",macos
